處理的字串,predict
我要聽徐佳瑩的歌,(3 6 artist)
想聽靈異小說,(4 6 audiobook_category)
我要聽 Michael Jackson,(0 5 song)
我要聽雷鬼音樂,(3 5 category)
丁當猜不透,(0 2 artist)
放首歌,(0 3 song)
我要聽中文排行榜,(3 5 language)
我要聽江蕙的歌,(3 5 artist)
我要聽西洋排行榜,(3 5 language)
播放一曲相思,(2 6 song)
我要聽吳卓源的歌,(3 6 artist)
我要聽故事,(0 5 general_audiobook)
我要聽童話故事,(3 7 audiobook_category)
我要聽橄欖樹,(3 6 song)
我要聽故事,(0 5 general_audiobook)
我要聽江惠的歌,(3 5 artist)
我要聽新歌,(3 5 keyword)
我要聽搖滾音樂,(3 5 category)
我要聽音樂,(0 5 song)
我要聽橄欖樹,(3 6 song)
我要聽吳卓源的歌,(3 6 artist)
我要聽爵士音樂,(3 5 category)
我想要聽a lin的有一種悲傷,(11 13 song)
沙漠駱駝,(0 4 song)
我要聽光年之外,(3 7 song)
我要聽王力宏的歌,(3 6 artist)
我要聽nba,(3 5 song)
下一首,(0 3 song)
有一種悲傷,(0 5 song)
播放音樂,(0 4 song)
我想聽中文排行榜,(3 5 language)
我要聽鬼故事,(3 6 audiobook_category)
我要聽江蕙的歌,(3 5 artist)
我要聽新歌排行榜,(5 8 keyword)
我要聽新歌,(3 5 keyword)
我想聽碧昂絲,(3 6 artist)
我要聽張雨生的歌,(3 6 artist)
康康,(0 2 artist)
我要聽陳綺貞的歌,(3 6 artist)
我要聽買榜,(3 5 song)
播放音樂,(0 4 song)
兩隻老虎,(0 4 song)
蔡幸娟,(0 3 artist)
我要聽對面的女孩看過來,(3 11 song)
播放起風了,(2 5 song)
我要聽王力宏的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
愛我你就抱抱我,(0 7 song)
我要聽華語音樂,(3 5 language)
我要聽薛之謙的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
兩隻老虎,(0 4 song)
人間,(0 2 song)
我要聽西遊記,(3 6 audiobook)
我要聽節奏藍調音樂,(3 7 category)
播放一曲相思,(2 6 song)
我要聽獨立音樂,(3 5 category)
內容,(0 2 song)
我要聽搖滾音樂,(3 5 category)
我要聽故事,(0 5 general_audiobook)
許美靜,(0 3 artist)
烽火天榜,(0 4 song)
我要聽莫文蔚的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽張惠妹的歌,(3 6 artist)
我要聽田馥甄的歌,(3 6 artist)
播心靈音樂,(1 5 category)
我要聽蔡依林的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
兩隻老虎,(0 4 song)
播放韓語歌,(2 4 language)
文文歌,(0 2 language)
我要聽華語新歌,(3 5 language)
我要聽鄧紫棋的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽歪批三國,(3 7 song)
生僻字,(0 3 song)
我要聽吳卓源的歌,(3 6 artist)
吳宗憲,(0 3 artist)
我要聽光年之外,(3 7 song)
我要聽王力宏的歌,(3 6 artist)
心經,(0 2 song)
播週湯豪,(1 4 artist)
盧廣仲的早安晨之美,(0 3 artist) (4 6 song)
我要聽留不住的故事,(3 9 song)
我要聽孫燕姿的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽留不住的故事,(3 9 song)
我要聽李聖傑的歌,(3 6 artist)
我要聽王力宏的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
學貓叫,(0 3 song)
我要聽華語新歌,(3 5 language)
我要聽新歌,(3 5 keyword)
我要聽愛情的模樣,(3 8 song)
愛我你就抱抱我,(0 7 song)
註明粉蒸比較好,(5 7 song)
我要夜晚的音效,(2 4 album)
愛我你就抱抱我,(0 7 song)
我要聽新歌,(3 5 keyword)
我要聽對面的女孩看過來,(3 11 song)
我要聽走到飛,(3 6 song)
我要聽華語音樂,(3 5 language)
我要聽光年之外,(3 7 song)
給我ok,(0 2 song)
播放起風了,(2 5 song)
我要聽張學友的歌,(3 6 artist)
我聽伍佰歌手的歌,(2 4 artist)
我要聽爵士音樂,(3 5 category)
播放音樂,(0 4 song)
我要聽光年之外,(3 7 song)
有聲書,(0 3 general_audiobook)
我要聽台語排行榜,(3 5 language)
我要聽煙花易冷,(3 7 song)
我要聽光年之外,(3 7 song)
我要聽新歌,(3 5 keyword)
我要聽光年之外,(3 7 song)
我要聽新歌,(3 5 keyword)
我要聽新歌排行榜,(5 8 keyword)
播放韓語歌,(2 4 language)
我要聽林憶蓮的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽節奏藍調音樂,(3 7 category)
我要聽搖滾音樂,(3 5 category)
我要聽音樂,(0 5 song)
播放音樂,(0 4 song)
我要聽許茹芸的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
陳小雲的古麗,(0 3 artist)
我要聽張宇的歌,(3 5 artist)
我要聽三隻小豬,(3 7 audiobook)
我要聽台語歌,(3 5 language)
我要聽搖滾音樂,(3 5 category)
我要聽張惠妹的歌,(3 6 artist)
七點五十播放蕭敬騰王妃,(6 9 artist)
我要聽鬼故事,(3 6 audiobook_category)
我要聽光年之外,(3 7 song)
播放一曲相思,(2 6 song)
我要聽快樂頌,(3 6 song)
我要聽王菲的歌,(3 5 album)
我要聽節奏藍調音樂,(3 7 category)
沙漠駱駝,(0 4 song)
我要聽張惠妹的歌,(3 6 artist)
播放音樂,(0 4 song)
我要聽鄉村音樂排行榜,(3 7 category)
我要聽王力宏的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
兩隻老虎,(0 4 song)
我要聽張雨生的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
康康,(0 2 artist)
我要聽張惠妹的歌,(3 6 artist)
我要聽搖滾樂,(3 5 category)
生僻字,(0 3 song)
我要聽華語音樂,(3 5 language)
播放一曲相思,(2 6 song)
生僻字,(0 3 song)
愛我你就抱抱我,(0 7 song)
我想聽華語,(3 5 language)
我要聽茄子蛋的歌,(3 6 artist)
我要聽齊天大聖再鬧天宮,(3 11 audiobook)
我要聽粵語歌,(3 5 language)
我要聽爵士音樂,(3 5 category)
我要聽古典音樂,(3 5 category)
播放周杰倫的告白氣球,(2 5 artist) (6 10 song)
周傳雄,(0 3 artist)
李玖哲,(0 3 artist)
許美靜,(0 3 artist)
我要聽鬼故事,(3 6 audiobook_category)
凉凉,(0 2 song)
我要聽你喜歡我的歌嗎,(3 10 song)
我要聽情歌精選,(3 5 theme)
我要聽梁靜茹的歌,(3 6 artist)
我要聽節奏藍調音樂,(3 7 category)
我要聽孤獨感,(3 6 song)
我要聽光年之外,(3 7 song)
往後餘生,(0 4 song)
兩隻老虎,(0 4 song)
起風了,(0 3 song)
两只老虎,(0 4 song)
西洋音樂,(0 2 language)
西洋音樂,(0 2 language)
我要聽煙花易冷,(3 7 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽準備中,(3 6 album)
我要聽華語排行榜,(3 5 language)
播放鄧紫棋的歌,(2 5 artist)
播放輕音樂,(2 5 category)
播放一曲相思,(2 6 song)
say say say,(0 3 song)
我要聽嘻哈音樂,(3 5 category)
我要聽粵語歌,(3 5 language)
我要聽悲傷的歌曲,(3 5 theme)
我要聽音樂,(0 5 song)
我要聽快樂天堂,(3 7 song)
我要聽英文版拇指姑娘,(3 10 audiobook)
我要聽春天的歌曲,(3 7 song)
我要聽動力火車的歌,(3 7 artist)
愛我你就抱抱我,(0 7 song)
我要聽梁靜茹的歌,(3 6 artist)
涼涼,(0 2 song)
我要聽橄欖樹,(3 6 song)
我要聽林宥嘉的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
涼涼,(0 2 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽愛情的模樣,(3 8 song)
播放一曲相思,(2 6 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽相聲,(3 5 audiobook_category)
兩隻老虎,(0 4 song)
我要聽林俊傑的歌,(3 6 artist)
播放一曲相思,(2 6 song)
披頭四,(0 3 song)
我要聽歪批三國,(3 7 song)
睡前故事,(0 4 audiobook_category)
唱一首小蘋果,(3 6 song)
我想聽五月天的派對動物,(3 6 artist) (7 11 song)
我要聽費玉清的歌,(3 6 artist)
貓貓歌,(0 2 song)
我要聽我好嗎,(3 6 song)
我要聽玖壹壹的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
我要聽 Alan Walker 的歌,(4 7 artist)
我要聽古典音樂,(3 5 category)
兩隻老虎,(0 4 song)
播放一曲相思,(2 6 song)
我要聽 Michael Jackson,(0 5 song)
我要聽周杰倫的歌,(3 6 artist)
放一首的慢歌曲,(4 6 song)
我要聽相聲,(3 5 audiobook_category)
學貓叫,(0 3 song)
播放播放國語流行,(4 6 language)
我要聽蔡琴的歌,(3 5 artist)
我要聽蔡依林的歌,(3 6 artist)
我想聽thank u next,(3 6 album)
涼涼,(0 2 song)
我要聽相聲,(3 5 audiobook_category)
我要聽五月天的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
我要聽于文文的歌,(3 6 artist)
我要聽快樂天堂,(3 7 song)
我要聽林俊傑的歌,(3 6 artist)
兩隻老虎,(0 4 song)
我要聽江蕙的歌,(3 5 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽張信哲的歌,(3 6 artist)
我要聽嘻哈音樂,(3 5 category)
專屬天使,(0 4 song)
我要聽華語新歌,(3 5 language)
我要聽愛的可能,(3 7 song)
我要聽獨立音樂,(3 5 category)
a lin 的有一種悲傷,(7 9 song)
我想聽葉惠美,(3 6 album)
我要聽華語音樂排行榜,(3 5 language) (7 10 keyword)
阿拉丁電影原聲帶,(3 5 song)
我要聽情歌精選,(3 5 theme)
愛我你就抱抱我,(0 7 song)
播放音樂,(0 4 song)
我要聽他不愛我,(3 7 song)
張信哲的歌,(0 3 artist)
我要聽煙花易冷,(3 7 song)
唱一首小蘋果,(3 6 song)
葉倩文的哭砂,(0 3 artist) (4 6 song)
兩隻老虎,(0 4 song)
愛我你就抱抱我,(0 7 song)
播放起風了,(2 5 song)
我要聽爵士音樂,(3 5 category)
我要聽煙花易冷,(3 7 song)
我要聽小野麗莎的歌,(3 7 artist)
黃小琥,(0 3 artist)
我要聽對面的女孩看過來,(3 11 song)
我要聽新歌,(3 5 keyword)
播放一曲相思,(2 6 song)
我要聽林俊傑的歌,(3 6 artist)
吳宗憲,(0 3 artist)
播放一曲相思,(2 6 song)
學貓叫,(0 3 song)
我要聽快樂的音樂,(3 6 song)
bad guy,(0 3 song)
播放輕音樂,(2 5 category)
阿拉丁電影原聲帶,(3 5 song)
鬼故事,(0 3 audiobook_category)
我要聽陳綺貞的歌,(3 6 artist)
唱遊課再聽法國汽油格的英文,(0 13 song)
播放一曲相思,(2 6 song)
我要聽睡眠音樂,(3 5 theme)
有一種悲傷,(0 5 song)
我要聽音樂,(0 5 song)
我想聽格林童話,(3 7 audiobook_category)
我要聽古典音樂,(3 5 category)
我要聽周杰倫的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
學貓叫,(0 3 song)
我要聽于文文的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
我要聽小蘋果,(3 6 song)
我要聽norah jones,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽于文文的歌,(3 6 artist)
我要聽兒歌,(3 5 song)
我要聽伍佰的歌,(3 6 album)
涼涼,(0 2 song)
我要聽喬幼的歌,(3 5 artist)
我要聽新歌,(3 5 keyword)
我要聽張信哲的歌,(3 6 artist)
學貓叫,(0 3 song)
生日快樂,(0 4 song)
我要聽于文文的歌,(3 6 artist)
我要聽蔡琴的歌,(3 5 artist)
我要聽林俊傑的歌,(3 6 artist)
播放一曲相思,(2 6 song)
請播let it go,(2 5 song)
我要聽八度空間,(3 7 album)
我要聽你的主管,(2 5 song)
我要聽日文歌,(3 5 language)
我要聽王力宏的歌,(3 6 artist)
我要聽 Michael Jackson,(0 5 song)
兩隻老虎,(0 4 song)
愛我你就抱抱我,(0 7 song)
我要播戴佩妮的怎樣,(3 6 artist) (7 9 song)
我要聽陳綺貞的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽鬼故事,(3 6 audiobook_category)
寶貝寶貝,(0 4 song)
請播蔡依林你也有今天,(2 5 artist)
我要聽動力火車的歌,(3 7 artist)
我要聽喬銳的日文歌曲,(6 8 language)
播放一曲相思,(2 6 song)
播焦燥,(1 3 song)
播放起風了,(2 5 song)
追光者,(0 3 song)
涼涼,(0 2 song)
播放芭比的触电,(2 4 artist)
我要聽光年之外,(3 7 song)
我要聽光年之外,(3 7 song)
幫我放韋禮安的還是會,(3 6 artist) (7 10 song)
我要聽王力宏的歌,(3 6 artist)
生僻字,(0 3 song)
我要聽張惠妹完美世界,(3 6 artist)
我要聽小野麗莎的歌,(3 7 artist)
我要聽兒歌,(3 5 song)
播放一曲相思,(2 6 song)
我要聽新歌,(3 5 keyword)
我要聽搖滾音樂排行榜,(3 5 category) (7 10 keyword)
我想要聽周杰倫的告白氣球,(4 7 artist) (8 12 song)
美人魚,(0 3 song)
唱一首小蘋果,(3 6 song)
我要聽你喜歡我的歌嗎,(3 10 song)
幫我播放音樂,(0 6 song)
我要聽新歌,(3 5 keyword)
我要聽華語新歌,(3 5 language)
我要聽徐佳瑩的歌,(3 6 artist)
我要聽小野麗莎的歌,(3 7 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽復古的歌曲,(3 5 theme)
我要聽許茹芸的歌,(3 6 artist)
我要聽英文歌,(3 5 language)
我要聽熱門歌曲,(3 5 keyword)
播放音樂,(0 4 song)
我要聽兒歌,(3 5 song)
西洋音樂,(0 2 language)
下一首,(0 3 song)
唱一首小蘋果,(3 6 song)
播放悲傷如雨,(2 6 song)
愛我你就抱抱我,(0 7 song)
愛我你就抱抱我,(0 7 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽江蕙的歌,(3 5 artist)
我要聽張宇的歌,(3 5 artist)
我要聽王力宏的歌,(3 6 artist)
杜德偉,(0 3 artist)
我要聽粵語歌,(3 5 language)
播放音樂,(0 4 song)
最浪漫的事,(0 5 song)
我要聽紅蜻蜓,(3 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽新歌,(3 5 keyword)
周杰倫,(0 3 artist)
蔡幸娟,(0 3 artist)
我要聽蕭敬騰的歌,(3 6 artist)
吳宗憲,(0 3 artist)
兩隻老虎,(0 4 song)
西洋音樂,(0 2 language)
兩隻老虎,(0 4 song)
我要聽鬼故事,(3 6 audiobook_category)
我要聽宇多田光的歌,(3 7 artist)
我要聽對面的女孩看過來,(3 11 song)
我要聽華語音樂,(3 5 language)
我要聽周杰倫的歌,(3 6 artist)
我要聽快樂天堂,(3 7 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽華語音樂,(3 5 language)
我要聽于文文的歌,(3 6 artist)
我要聽茄子蛋的歌,(3 6 artist)
我要聽台語歌,(3 5 language)
西洋音樂,(0 2 language)
我要聽周杰倫的歌,(3 6 artist)
播放小小新娘花,(2 7 song)
我要聽蔡依林的歌,(3 6 artist)
播放悲傷如雨,(2 6 song)
學貓叫,(0 3 song)
世界上跑的最快的動物,(5 7 song)
我要聽新歌,(3 5 keyword)
唱一首小蘋果,(3 6 song)
我要聽橄欖樹,(3 6 song)
播放一曲相思,(2 6 song)
我要聽對面的女孩看過來,(3 11 song)
輕音樂,(0 3 category)
我要聽愛情的模樣,(3 8 song)
我要聽童話故事,(3 7 audiobook_category)
我要聽華語新歌,(3 5 language)
我要聽米希亞的歌,(4 8 song)
我要聽買榜,(3 5 song)
陳小春,(0 3 artist)
我要聽搖滾音樂,(3 5 category)
我要聽童安格的歌,(3 6 artist)
我要聽費玉清的歌,(3 6 artist)
我要聽獨立音樂,(3 5 category)
我要聽天生歌姬,(3 7 album)
我要聽爵士音樂,(3 5 category)
我要聽準備中,(3 6 album)
放我的,(1 3 song)
播放音樂,(0 4 song)
我要聽李千娜的歌,(3 6 artist)
我要聽留不住的故事,(3 9 song)
寶貝寶貝,(0 4 song)
我要聽江蕙的歌,(3 5 artist)
唱一首小蘋果,(3 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽光年之外,(3 7 song)
我要聽快樂的音樂,(3 6 song)
我要聽華語新歌,(3 5 language)
我要聽江蕙的歌,(3 5 artist)
烽火天榜,(0 4 song)
我想聽我們一樣可惜,(3 9 song)
學貓叫,(0 3 song)
唱一首小蘋果,(3 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽華語音樂,(3 5 language)
涼涼,(0 2 song)
我要聽光年之外,(3 7 song)
許美靜,(0 3 artist)
往後餘生,(0 4 song)
我要聽白雪公主,(3 7 audiobook)
我要聽周杰倫的歌,(3 6 artist)
涼涼,(0 2 song)
我要聽留不住的故事,(3 9 song)
我要聽快樂頌,(3 6 song)
播放適合看書的歌,(4 6 theme)
我要聽田馥甄的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽琅琊榜,(3 6 song)
兩隻老虎,(0 4 song)
播放鄧紫棋的歌,(2 5 artist)
播放everyday dolls,(2 4 song)
沙漠駱駝,(0 4 song)
西洋音樂,(0 2 language)
我要聽林俊傑的歌,(3 6 artist)
康康,(0 2 artist)
我要聽日文歌,(3 5 language)
唱一首小蘋果,(3 6 song)
涼涼,(0 2 song)
我要聽小野麗莎的歌,(3 7 artist)
我要聽張韶涵的歌,(3 6 artist)
我要聽我好嗎,(3 6 song)
涼涼,(0 2 song)
我要聽快樂天堂,(3 7 song)
我要聽周杰倫的歌,(3 6 artist)
一點,(0 2 song)
我要聽相聲,(3 5 audiobook_category)
我要聽吳卓源的歌,(3 6 artist)
康康,(0 2 artist)
我要聽快樂天堂,(3 7 song)
我要聽我好嗎,(3 6 song)
愛我你就抱抱我,(0 7 song)
我要聽留不住的故事,(3 9 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
播放起風了,(2 5 song)
播放葡萄成熟時,(2 7 song)
播放一曲相思,(2 6 song)
播放一曲相思,(2 6 song)
我要聽華語新歌,(3 5 language)
我要聽華語歌曲,(3 5 language)
我要聽華語新歌,(3 5 language)
播放一曲相思,(2 6 song)
學貓叫,(0 3 song)
愛我你就抱抱我,(0 7 song)
沙漠駱駝,(0 4 song)
我要聽我的收藏歌曲,(3 7 keyword)
我要聽周杰倫的歌,(3 6 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽嘻哈音樂,(3 5 category)
我要聽光年之外,(3 7 song)
我要聽你喜歡我的歌嗎,(3 10 song)
我想聽齊秦的歌,(3 5 artist)
我要聽陳綺貞的歌,(3 6 artist)
我要聽日文歌,(3 5 language)
我要聽華語音樂,(3 5 language)
播放蔡依林的你也有今天,(2 5 artist) (6 11 song)
沙漠駱駝,(0 4 song)
我要聽煙花易冷,(3 7 song)
我要聽巧虎,(3 5 audiobook)
我要聽stitches las,(3 7 song)
播放一曲相思,(2 6 song)
播放音樂,(0 4 song)
我要聽白雪公主,(3 7 audiobook)
我要聽茄子蛋的歌,(3 6 artist)
我要聽西遊記,(3 6 audiobook)
我要聽華語新歌,(3 5 language)
往後餘生,(0 4 song)
我要聽留不住的故事,(3 9 song)
王老先生,(0 4 song)
我要聽熱門歌曲,(3 5 keyword)
愛我你就抱抱我,(0 7 song)
我要聽田馥甄的歌,(3 6 artist)
學貓叫,(0 3 song)
播放書香音樂系列,(2 8 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽鳳飛飛的歌,(3 6 artist)
我要聽兒歌,(3 5 song)
我要聽新歌,(3 5 keyword)
我要聽蔡琴的歌,(3 5 artist)
播放韓語歌,(2 4 language)
烽火天榜,(0 4 song)
我要聽街角的祝福,(3 8 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽王力宏的歌,(3 6 artist)
我要聽冬冬唱的歌,(3 5 theme)
我要聽月琴,(3 5 song)
我要聽鄧麗君的歌,(3 6 artist)
我要聽 ONE OK ROCK,(4 7 artist)
我要聽好好聊天,(3 7 song)
播費玉清的晚安曲,(1 4 artist) (5 8 song)
我要聽最美的期待,(3 8 song)
幫我的收藏,(1 5 keyword)
我要聽有聲書,(0 6 general_audiobook)
來電音樂吧,(1 3 category)
我要聽對面的女孩看過來,(3 11 song)
請播華語流行,(2 4 language)
播放一曲相思,(2 6 song)
我要聽買榜,(3 5 song)
我要聽齊天大聖再鬧天宮,(3 11 audiobook)
咖哩咖哩,(0 4 album)
安心亞的新造型,(0 3 artist)
我要聽月琴,(3 5 song)
我要聽李榮浩的歌,(3 6 artist)
放音樂,(0 3 song)
我要聽新歌,(3 5 keyword)
播放一曲相思,(2 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽鄧麗君的歌,(3 6 artist)
有聲書,(0 3 general_audiobook)
播放一曲相思,(2 6 song)
我要聽搖滾音樂,(3 5 category)
播放最新,(2 4 keyword)
涼涼,(0 2 song)
我要聽于文文的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
我要聽蕭煌奇的歌,(3 6 artist)
兩隻老虎,(0 4 song)
我要聽黃明志的歌,(3 6 artist)
播放輕音樂,(2 5 category)
愛一點的歌,(0 3 song)
故事,(0 2 general_audiobook)
我要聽光年之外,(3 7 song)
我要聽我好嗎,(3 6 song)
moon river,(0 2 song)
我要聽爵士音樂,(3 5 category)
愛江山更愛美人,(0 7 song)
我要聽新歌,(3 5 keyword)
愛我你就抱抱我,(0 7 song)
我要聽獨立音樂,(3 5 category)
愛我你就抱抱我,(0 7 song)
我要聽張雨生的歌,(3 6 artist)
放音樂,(0 3 song)
播放起風了,(2 5 song)
來首無言的結局,(2 7 song)
我要聽獨立音樂,(3 5 category)
我要聽吳卓源的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
我要聽心靈音樂,(3 7 category)
播放韓語歌,(2 4 language)
我要聽張雨生的歌,(3 6 artist)
我要聽鬼故事,(3 6 audiobook_category)
我要聽于文文的歌,(3 6 artist)
播放音樂,(0 4 song)
我要聽月琴,(3 5 song)
兩隻老虎,(0 4 song)
我要聽情歌精選,(3 5 theme)
我要聽台語歌,(3 5 language)
我要聽蔡依林的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽莫文蔚的歌,(3 6 artist)
播放音樂,(0 4 song)
我要聽田馥甄的歌,(3 6 artist)
英雄交響曲,(0 5 song)
播放一曲相思,(2 6 song)
追追追,(0 3 song)
我要聽翁立友的歌,(3 6 artist)
我要聽陳奕迅的歌,(3 6 artist)
我要聽西洋排行榜,(3 5 language)
我要聽光年之外,(3 7 song)
我要聽買榜,(3 5 song)
畢書盡,(0 3 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽英文版綠野仙蹤,(3 10 audiobook)
我要聽張韶涵的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
